steps,avg_rewards,episode_step,episode_head,eps_list,episode_loss,q_record,episode_reward,episode_times,episode_relative_times,eval_rewards,highest_eval_score,eval_stds,eval_steps,int_rew,total_rew,auxillary_loss
465,13.080253558116965,465,7,1.0,,,13.080253558116965,1.0879125595092773,2.442047595977783,0.0,0.0,0.0,50128.0,0.001713384292088449,0.00017133842920884492,
1001,11.586345134611474,536,4,1.0,,,10.092436711105982,1.009948968887329,3.466083526611328,0.0,0.0,0.0,100320.0,0.0017029355512931943,0.00017029355512931943,
1475,10.751493258867415,474,7,1.0,,,9.081789507379296,0.978656530380249,4.460209131240845,348.6,399.0,71.0284450062086,150717.0,0.001701015280559659,0.0001701015280559659,
2140,11.842283667903395,665,2,1.0,,,15.114654895011332,1.259286642074585,5.73289942741394,0.0,399.0,0.0,201876.0,0.0017100539989769459,0.0001710053998976946,
2822,12.297341645075942,682,1,1.0,,,14.117573553766128,1.2384288311004639,6.987282752990723,0.0,399.0,0.0,253577.0,0.0017081478144973516,0.00017081478144973517,
3492,13.433694655576259,670,5,1.0,,,19.115459708077843,1.2345449924468994,8.23904538154602,0.0,399.0,0.0,304539.0,0.0017108821775764227,0.00017108821775764228,
4202,13.674927943184908,710,4,1.0,,,15.1223276688368,1.332059383392334,9.58641242980957,0.0,399.0,0.0,354683.0,0.0017151238862425089,0.0001715123886242509,
4862,13.479778152875955,660,2,1.0,,,12.113729620713288,1.1948001384735107,10.797431230545044,,,,,0.0017085385043174028,0.0001708538504317403,
5404,13.214637868978192,542,7,1.0,,,11.093515597796081,1.036642074584961,11.848326921463013,,,,,0.001706110779196024,0.0001706110779196024,
6072,13.404678338159579,668,7,1.0,,,15.115042560792068,1.2885196208953857,13.149977922439575,,,,,0.0017204410396516323,0.00017204410396516324,
6732,13.287321422059643,660,7,1.0,,,12.113752261060286,1.2089006900787354,14.375575304031372,,,,,0.0017096598166972399,0.000170965981669724,
7444,13.440262053881698,712,0,1.0,,,15.122609003924314,1.2796862125396729,15.67374873161316,,,,,0.0017058865632861853,0.00017058865632861854,
7820,13.103724265280363,376,8,1.0,,,9.065270802064337,0.676161527633667,16.368016004562378,,,,,0.001710930373519659,0.0001710930373519659,
8559,13.176837827217868,739,3,1.0,,,14.127314132405454,1.3790407180786133,17.7589111328125,,,,,0.0017218186985701323,0.00017218186985701323,
9100,12.971281162821692,541,3,1.0,,,10.093487861275213,1.0730125904083252,18.84790563583374,,,,,0.0017088126624003053,0.00017088126624003054,
9704,12.667076272077251,604,3,1.0,,,8.104002910910634,1.0782082080841064,19.93834638595581,,,,,0.0017152579966932535,0.00017152579966932537,
10409,12.75263692453326,705,7,1.0,,,14.121607363829385,1.2557470798492432,21.2091326713562,,,,,0.0017132082721218467,0.0001713208272121847,
11057,12.605917195493308,648,2,1.0,,,10.111681801814136,1.211984395980835,22.439714431762695,,,,,0.0017084567807614803,0.00017084567807614805,
11675,12.632262235930758,618,6,1.0,,,13.106472963804858,1.0999746322631836,23.555850505828857,,,,,0.0016958096530288458,0.0001695809653028846,
12119,12.404490410646545,444,7,1.0,,,8.076825730246492,0.85524582862854,24.42910599708557,,,,,0.0017254059202969074,0.00017254059202969076,
12704,12.390039242452039,585,3,1.0,,,12.101015878561892,1.0944790840148926,25.53646421432495,,,,,0.001727151102386415,0.0001727151102386415,
13230,12.24006636939065,526,6,1.0,,,9.090636035101497,0.9493274688720703,26.499773502349854,,,,,0.001709871576167643,0.0001709871576167643,
13738,12.059529346248405,508,8,1.0,,,8.087714837118988,0.9337162971496582,27.447794675827026,,,,,0.0017214649124071002,0.00017214649124071003,
14285,11.894317888637795,547,3,1.0,,,8.094454363593828,1.0582687854766846,28.5228168964386,,,,,0.0017124251462519169,0.0001712425146251917,
14907,11.742832330732611,622,6,1.0,,,8.10717894100818,1.196929693222046,29.73364281654358,,,,,0.001707480987533927,0.0001707480987533927,
15423,11.717694473542867,516,1,1.0,,,11.089248043799294,1.0114970207214355,30.761250019073486,,,,,0.0017223823815584183,0.00017223823815584185,
