steps,avg_rewards,episode_step,episode_head,eps_list,episode_loss,q_record,episode_reward,episode_times,episode_relative_times,eval_rewards,highest_eval_score,eval_stds,eval_steps
267791,0.01,2042,6,0.7853981950000001,0.00014522648099028076,0.35234716534614563,0,20.267099142074585,2391.424419403076,,,,
269835,0.01,2044,1,0.7833756250000001,0.0001653786229648365,0.3523314893245697,0,20.045250177383423,2411.4930078983307,,,,
271879,0.01,2044,6,0.7813520650000001,0.00014115513886251742,0.3659171462059021,0,20.170655012130737,2431.709158182144,,,,
273927,0.01,2048,3,0.7793265250000001,0.0001368962317837625,0.36712944507598877,0,20.230071306228638,2451.960392475128,,,,
275971,0.01,2044,0,0.7773009850000001,0.00015780413885484724,0.367132306098938,0,20.377021312713623,2472.3886449337006,,,,
278018,0.01,2047,8,0.7752759400000001,0.00017014160425945748,0.36711597442626953,0,20.11581063270569,2492.5268745422363,,,,
280060,0.01,2042,1,0.7732518850000001,0.00014721910500508425,0.36747613549232483,0,20.302942991256714,2512.8771674633026,,,,
282105,0.01,2045,0,0.7712288200000001,0.00015010581348560745,0.3791813254356384,0,20.309256553649902,2533.2091052532196,,,,
284150,0.01,2045,7,0.76920427,0.0001484741523011704,0.3791537582874298,0,20.063621759414673,2553.298670768738,,,,
286196,0.01,2046,1,0.767179225,0.00016260352349206642,0.37917396426200867,0,20.008755683898926,2573.3583111763,,,,
288239,0.01,2043,3,0.7651551700000001,0.00015357250304315524,0.37916624546051025,0,20.088837385177612,2593.473077058792,,,,
290287,0.01,2048,6,0.7631301250000001,0.0001429435678501376,0.38105958700180054,0,20.429853439331055,2613.94944024086,,,,
292332,0.02,2045,1,0.76110409,0.00014887494681738015,0.39299261569976807,1,20.539990186691284,2634.5150701999664,,,,
294379,0.02,2047,0,0.75907855,0.0001447861073504994,0.39298081398010254,0,20.301631212234497,2655.1332063674927,,,,
296423,0.02,2044,4,0.7570535050000001,0.00017437479860640348,0.39300769567489624,0,20.084289073944092,2675.2440860271454,,,,
298467,0.03,2044,8,0.7550299450000001,0.00014159922403674427,0.39299726486206055,1,20.257450580596924,2695.546382665634,,,,
300514,0.03,2047,7,0.7530049000000001,0.00014086386464542657,0.3960723578929901,0,20.19363522529602,2715.7621314525604,,,,
302561,0.03,2047,2,0.7509783700000001,0.00015249430513838053,0.40517812967300415,0,20.225091218948364,2736.0305347442627,,,,
304602,0.03,2041,5,0.7489548100000001,0.0001506098112439083,0.4051983952522278,0,20.010512828826904,2756.0693690776825,,,,
306650,0.03,2048,3,0.7469307550000001,0.00015303077314775414,0.4052191376686096,0,20.068016529083252,2776.160344362259,,,,
308696,0.03,2046,8,0.7449042250000002,0.0001443214299933339,0.4051958918571472,0,20.15032386779785,2829.1104040145874,,,,
310740,0.03,2044,5,0.742879675,0.00018667571884446556,0.41013622283935547,0,20.050429821014404,2849.2097194194794,,,,
312783,0.03,2043,7,0.7408566100000001,0.00015410986514380968,0.4188012182712555,0,19.90325355529785,2869.1395049095154,,,,
