steps,avg_rewards,episode_step,episode_head,eps_list,episode_loss,q_record,episode_reward,episode_times,episode_relative_times,eval_rewards,highest_eval_score,eval_stds,eval_steps
78935,244.23,474,1,0.9715894750000001,0.00959154734869331,0.20831140875816345,252,5.06649112701416,332.52841448783875,,,,
79570,243.81,635,0,0.9710405200000001,0.008551437308410867,0.21739067137241364,231,6.114848852157593,338.64979696273804,,,,
79989,243.81,419,7,0.9705187900000001,0.010821465919072685,0.21574147045612335,189,4.571580171585083,343.2287793159485,,,,
80329,241.71,340,1,0.9701430850000001,0.00973526647974877,0.3552710711956024,84,3.3916454315185547,346.6285834312439,,,,
80772,239.61,443,3,0.9697555000000001,0.010106552016618477,0.37290042638778687,189,4.549080848693848,351.18839931488037,,,,
81316,239.82,544,6,0.969266935,0.00865333343446966,0.36207520961761475,252,5.47492241859436,356.67016339302063,,,,
82127,242.34,811,1,0.96859621,0.009658424730231572,0.3822748064994812,441,7.863075017929077,364.54918670654297,,,,
82764,243.18,637,0,0.96787945,0.008480132242038963,0.37700819969177246,315,6.32670259475708,370.8850750923157,,,,
83272,242.13,508,4,0.9673126750000002,0.008173847654622032,0.3725551664829254,231,4.965226173400879,375.86079144477844,,,,
83682,240.87,410,8,0.966858265,0.0089166035130899,0.39020827412605286,189,3.909895420074463,379.77815413475037,,,,
84161,240.66,479,7,0.9664182100000002,0.010772335600955151,0.38070109486579895,210,4.728344917297363,384.5130076408386,,,,
84694,240.66,533,2,0.96591727,0.008138474783331658,0.37714701890945435,189,5.297719955444336,389.8181233406067,,,,
85157,240.66,463,5,0.96542425,0.007570577041426976,0.35127881169319153,231,4.497729063034058,394.32459807395935,,,,
85766,241.08,609,3,0.9648936100000002,0.007727686960356683,0.4007457494735718,189,5.785768270492554,400.1241807937622,,,,
86226,242.13,460,8,0.9643644550000001,0.0077078199750661705,0.35796433687210083,231,4.604123830795288,405.62040066719055,,,,
86732,241.71,506,5,0.9638862850000001,0.009242116226958296,0.3796357810497284,189,5.228362798690796,410.8576102256775,,,,
87016,239.19,284,7,0.9634952350000001,0.008843362309756075,0.388128399848938,84,2.8656394481658936,413.73187232017517,,,,
87624,239.82,608,5,0.9630536950000002,0.0077014257424744695,0.37025976181030273,252,6.188802003860474,419.92769861221313,,,,
